13.4.2011: +7, 746, С 2м/с, +4, 743, С 2м/с
14.4.2011: +7, 738, СЗ 3м/с, +4, 739, СЗ 3м/с
15.4.2011: +5, 743, З 2м/с, +5, 747, З 2м/с
16.4.2011: +7, 747, В 4м/с, +8, 744, В 4м/с
17.4.2011: +8, 746, З 3м/с, +4, 746, З 3м/с
18.4.2011: +11, 740, ЮЗ 4м/с, +8, 737, ЮЗ 4м/с
19.4.2011: +5, 737, З 2м/с, +3, 738, З 2м/с
20.4.2011: +5, 744, З 3м/с, +4, 746, З 3м/с
21.4.2011: +4, 749, С 1м/с, +2, 751, С 1м/с
22.4.2011: +9, 752, З 4м/с, +10, 754, З 4м/с
23.4.2011: +15, 753, ЮЗ 3м/с, +10, 754, ЮЗ 3м/с
24.4.2011: +13, 750, СЗ 3м/с, +8, 749, СЗ 3м/с
25.4.2011: +15, 748, СЗ 3м/с, +10, 749, СЗ 3м/с
26.4.2011: +11, 756, З 2м/с, +8, 758, З 2м/с
27.4.2011: +15, 760, ЮЗ 1м/с, +9, 758, ЮЗ 1м/с
28.4.2011: +17, 752, З 2м/с, +12, 751, З 2м/с
29.4.2011: +21, 748, З 3м/с, +17, 749, З 3м/с
30.4.2011: +21, 749, З 2м/с, +19, 749, З 2м/с
1.5.2011: +14, 748, ЮВ 2м/с, +12, 747, ЮВ 2м/с
2.5.2011: +19, 744, В 2м/с, +13, 745, В 2м/с
3.5.2011: +17, 739, С 2м/с, +14, 739, С 2м/с
4.5.2011: +14, 742, Ю 1м/с, +14, 742, Ю 1м/с
5.5.2011: +17, 746, ЮВ 2м/с, +14, 747, ЮВ 2м/с
6.5.2011: +16, 753, В 6м/с, +12, 755, В 6м/с
7.5.2011: +18, 760, ЮВ 3м/с, +15, 760, ЮВ 3м/с
8.5.2011: +23, 758, В 3м/с, +18, 758, В 3м/с
9.5.2011: +24, 755, ЮВ 2м/с, +19, 754, ЮВ 2м/с
10.5.2011: +23, 751, З 3м/с, +19, 750, З 3м/с
11.5.2011: +21, 746, СВ 2м/с, +16, 746, СВ 2м/с
12.5.2011: +12, 749, С 3м/с, +9, 750, С 3м/с
13.5.2011: +12, 748, С 2м/с, +9, 748, С 2м/с
14.5.2011: +14, 748, З 2м/с, +12, 749, З 2м/с
15.5.2011: +15, 752, СВ 2м/с, +13, 753, СВ 2м/с
16.5.2011: +20, 753, В 3м/с, +20, 752, В 3м/с
17.5.2011: +22, 753, ЮЗ 1м/с, +18, 754, ЮЗ 1м/с
18.5.2011: +21, 752, З 2м/с, +19, 752, З 2м/с
19.5.2011: +21, 749, З 3м/с, +16, 750, З 3м/с
20.5.2011: +21, 752, З 2м/с, +15, 752, З 2м/с
21.5.2011: +26, 750, З 3м/с, +19, 749, З 3м/с
22.5.2011: +26, 749, С 2м/с, +21, 749, С 2м/с
23.5.2011: +25, 749, С 2м/с, +18, 750, С 2м/с
24.5.2011: +22, 751, С 3м/с, +18, 751, С 3м/с
25.5.2011: +21, 749, Ю 2м/с, +17, 747, Ю 2м/с
26.5.2011: +22, 744, ЮЗ 2м/с, +20, 743, ЮЗ 2м/с
27.5.2011: +15, 744, В 2м/с, +13, 741, В 2м/с
28.5.2011: +15, 744, ЮВ 1м/с, +13, 747, ЮВ 1м/с
29.5.2011: +21, 750, СЗ 3м/с, +17, 751, СЗ 3м/с
30.5.2011: +26, 752, ЮЗ 4м/с, +24, 752, ЮЗ 4м/с
31.5.2011: +25, 751, С 4м/с, +19, 752, С 4м/с
1.6.2011: +22, 750, С 4м/с, +19, 750, С 4м/с
2.6.2011: +25, 747, С 4м/с, +22, 746, С 4м/с
3.6.2011: +27, 743, С 3м/с, +21, 742, С 3м/с
4.6.2011: +17, 737, ЮЗ 2м/с, +14, 736, ЮЗ 2м/с
5.6.2011: +15, 734, З 4м/с, +14, 737, З 4м/с
6.6.2011: +18, 740, СЗ 3м/с, +15, 742, СЗ 3м/с
7.6.2011: +14, 746, С 3м/с, +11, 746, С 3м/с
8.6.2011: +17, 743, Ю 2м/с, +12, 743, Ю 2м/с
9.6.2011: +17, 741, ЮВ 2м/с, +15, 740, ЮВ 2м/с
10.6.2011: +17, 738, СЗ 2м/с, +16, 737, СЗ 2м/с
11.6.2011: +17, 735, СЗ 1м/с, +16, 735, СЗ 1м/с
12.6.2011: +16, 740, З 2м/с, +12, 742, З 2м/с
13.6.2011: +20, 744, З 2м/с, +16, 745, З 2м/с
14.6.2011: +19, 747, В 2м/с, +17, 747, В 2м/с
15.6.2011: +21, 745, ЮВ 1м/с, +19, 744, ЮВ 1м/с
16.6.2011: +21, 746, С 1м/с, +16, 747, С 1м/с
17.6.2011: +19, 745, З 4м/с, +17, 743, З 4м/с
18.6.2011: +19, 745, СЗ 4м/с, +20, 745, СЗ 4м/с
20.6.2011: +25, 745, Ш, +22, 744, Ш
21.6.2011: +20, 743, ЮВ 3м/с, +19, 742, ЮВ 3м/с
22.6.2011: +20, 738, В 1м/с, +18, 739, В 1м/с
23.6.2011: +17, 738, Ю 1м/с, +17, 740, Ю 1м/с
24.6.2011: +19, 740, З 2м/с, +17, 741, З 2м/с
25.6.2011: +23, 742, С 3м/с, +18, 741, С 3м/с
26.6.2011: +20, 741, СВ 2м/с, +19, 741, СВ 2м/с
27.6.2011: +23, 744, В 2м/с, +20, 746, В 2м/с
28.6.2011: +27, 749, В 2м/с, +23, 749, В 2м/с
29.6.2011: +29, 750, В 1м/с, +24, 749, В 1м/с
30.6.2011: +28, 749, СВ 2м/с, +22, 749, СВ 2м/с
1.7.2011: +26, 750, В 2м/с, +23, 749, В 2м/с
2.7.2011: +29, 749, ЮВ 2м/с, +25, 748, ЮВ 2м/с
3.7.2011: +31, 747, ЮВ 2м/с, +26, 746, ЮВ 2м/с
4.7.2011: +33, 746, С 1м/с, +25, 746, С 1м/с
5.7.2011: +33, 746, ЮВ 3м/с, +28, 746, ЮВ 3м/с
6.7.2011: +29, 748, С 1м/с, +27, 747, С 1м/с
7.7.2011: +32, 749, ЮВ 2м/с, +29, 747, ЮВ 2м/с
8.7.2011: +35, 745, З 1м/с, +25, 747, З 1м/с
9.7.2011: +30, 743, З 3м/с, +23, 743, З 3м/с
10.7.2011: +21, 740, С 1м/с, +20, 740, С 1м/с
11.7.2011: +22, 746, СВ 3м/с, +17, 748, СВ 3м/с
12.7.2011: +24, 749, СЗ 3м/с, +20, 749, СЗ 3м/с
13.7.2011: +27, 749, СВ 2м/с, +20, 749, СВ 2м/с
14.7.2011: +26, 749, З 3м/с, , , 
15.7.2011: +27, 750, СЗ 4м/с, +22, 749, СЗ 4м/с
16.7.2011: +27, 751, С 2м/с, +22, 749, С 2м/с
17.7.2011: +28, 749, З 2м/с, +23, 747, З 2м/с
18.7.2011: +30, 746, Ш, +23, 746, Ш
19.7.2011: +32, 746, З 2м/с, +26, 746, З 2м/с
20.7.2011: +31, 747, З 2м/с, +26, 748, З 2м/с
21.7.2011: +30, 750, ЮВ 2м/с, +24, 750, ЮВ 2м/с
22.7.2011: +27, 752, В 2м/с, +19, 743, В 2м/с
23.7.2011: +29, 751, В 2м/с, +26, 750, В 2м/с
24.7.2011: +31, 752, СВ 2м/с, +28, 752, СВ 2м/с
25.7.2011: +32, 753, СВ 2м/с, +30, 753, СВ 2м/с
26.7.2011: +36, 754, Ю 2м/с, +29, 754, Ю 2м/с
27.7.2011: +27, 753, СЗ 1м/с, +26, 751, СЗ 1м/с
28.7.2011: +32, 747, Ш, +27, 746, Ш
29.7.2011: +34, 741, С 3м/с, +23, 741, С 3м/с
30.7.2011: +31, 740, З 3м/с, +23, 740, З 3м/с
31.7.2011: +29, 739, С 2м/с, +25, 738, С 2м/с
1.8.2011: +21, 738, С 1м/с, +19, 740, С 1м/с
2.8.2011: +18, 743, Ю 2м/с, +16, 743, Ю 2м/с
3.8.2011: +21, 747, С 3м/с, +17, 749, С 3м/с
4.8.2011: +22, 746, В 3м/с, +19, 746, В 3м/с
5.8.2011: +19, 741, В 2м/с, +17, 740, В 2м/с
6.8.2011: +22, 742, СЗ 4м/с, +19, 745, СЗ 4м/с
7.8.2011: +23, 749, СЗ 3м/с, +15, 750, СЗ 3м/с
8.8.2011: +27, 751, ЮЗ 2м/с, +18, 751, ЮЗ 2м/с
9.8.2011: +29, 752, ЮЗ 3м/с, +23, 751, ЮЗ 3м/с
10.8.2011: +32, 752, СЗ 2м/с, +22, 752, СЗ 2м/с
11.8.2011: +31, 751, В 2м/с, +26, 750, В 2м/с
12.8.2011: +34, 748, СВ 2м/с, +28, 749, СВ 2м/с
13.8.2011: +28, 748, В 2м/с, +25, 748, В 2м/с
14.8.2011: +29, 747, В 2м/с, +26, 747, В 2м/с
15.8.2011: +33, 746, В 2м/с, +27, 746, В 2м/с
16.8.2011: +31, 746, В 3м/с, +23, 746, В 3м/с
17.8.2011: +25, 746, СВ 3м/с, +20, 746, СВ 3м/с
18.8.2011: +23, 746, СВ 2м/с, +18, 746, СВ 2м/с
19.8.2011: +22, 746, В 2м/с, +18, 747, В 2м/с
20.8.2011: +19, 747, В 2м/с, +17, 748, В 2м/с
21.8.2011: +22, 746, В 2м/с, +20, 745, В 2м/с
22.8.2011: +14, 742, СВ 3м/с, +13, 742, СВ 3м/с
23.8.2011: +18, 744, С 3м/с, +14, 746, С 3м/с
24.8.2011: +13, 749, ЮВ 1м/с, +10, 750, ЮВ 1м/с
25.8.2011: +18, 751, С 3м/с, +13, 753, С 3м/с
26.8.2011: +22, 754, З 2м/с, +19, 753, З 2м/с
27.8.2011: +22, 752, СЗ 3м/с, +15, 752, СЗ 3м/с
28.8.2011: +20, 746, З 2м/с, +18, 747, З 2м/с
29.8.2011: +21, 750, Ш, +17, 750, Ш
30.8.2011: +27, 750, З 2м/с, +17, 749, З 2м/с
31.8.2011: +30, 750, ЮЗ 1м/с, +22, 749, ЮЗ 1м/с
1.9.2011: +29, 749, З 3м/с, +22, 748, З 3м/с
2.9.2011: +28, 746, Ю 3м/с, +23, 743, Ю 3м/с
3.9.2011: +22, 743, Ш, +19, 744, Ш
4.9.2011: +21, 749, СВ 1м/с, +14, 749, СВ 1м/с
5.9.2011: +19, 748, СВ 2м/с, +16, 746, СВ 2м/с
6.9.2011: +18, 737, В 1м/с, +13, 737, В 1м/с
7.9.2011: +13, 736, Ю 2м/с, +12, 737, Ю 2м/с
8.9.2011: +14, 738, З 2м/с, +14, 739, З 2м/с
9.9.2011: +20, 739, ЮВ 2м/с, +16, 738, ЮВ 2м/с
10.9.2011: +16, 737, ЮЗ 4м/с, +13, 738, ЮЗ 4м/с
11.9.2011: +16, 740, ЮЗ 3м/с, +15, 740, ЮЗ 3м/с
12.9.2011: +14, 740, Ю 1м/с, +12, 739, Ю 1м/с
13.9.2011: +15, 740, Ш, +10, 742, Ш
14.9.2011: +17, 746, З 3м/с, +15, 747, З 3м/с
15.9.2011: +22, 745, СЗ 3м/с, +15, 746, СЗ 3м/с
16.9.2011: +15, 746, ЮВ 1м/с, +16, 745, ЮВ 1м/с
17.9.2011: +17, 746, С 1м/с, +9, 746, С 1м/с
18.9.2011: +15, 747, З 2м/с, +12, 749, З 2м/с
19.9.2011: +15, 752, СЗ 2м/с, +8, 752, СЗ 2м/с
20.9.2011: +14, 752, СЗ 3м/с, +7, 752, СЗ 3м/с
21.9.2011: +10, 745, З 2м/с, +11, 744, З 2м/с
22.9.2011: +10, 749, СЗ 2м/с, +7, 749, СЗ 2м/с
23.9.2011: +13, 748, З 2м/с, +13, 749, З 2м/с
24.9.2011: +20, 747, ЮЗ 3м/с, +14, 746, ЮЗ 3м/с
25.9.2011: +10, 743, В 1м/с, +11, 741, В 1м/с
26.9.2011: +11, 744, З 6м/с, +8, 747, З 6м/с
27.9.2011: +9, 749, СЗ 2м/с, +6, 749, СЗ 2м/с
28.9.2011: +9, 749, ЮЗ 2м/с, +9, 745, ЮЗ 2м/с
29.9.2011: +10, 743, З 4м/с, +9, 746, З 4м/с
30.9.2011: +13, 749, Ю 1м/с, +5, 748, Ю 1м/с
1.10.2011: +12, 737, ЮЗ 2м/с, +9, 735, ЮЗ 2м/с
2.10.2011: +7, 731, СВ 3м/с, +7, 732, СВ 3м/с
3.10.2011: +10, 737, ЮЗ 1м/с, +9, 739, ЮЗ 1м/с
4.10.2011: +9, 741, СЗ 2м/с, +8, 743, СЗ 2м/с
5.10.2011: +9, 744, ЮЗ 2м/с, +10, 742, ЮЗ 2м/с
6.10.2011: +12, 742, СЗ 2м/с, +7, 745, СЗ 2м/с
7.10.2011: +14, 749, З 2м/с, +11, 750, З 2м/с
8.10.2011: +16, 751, ЮЗ 3м/с, +13, 753, ЮЗ 3м/с
9.10.2011: +17, 756, Ю 3м/с, +13, 757, Ю 3м/с
10.10.2011: +17, 755, ЮВ 2м/с, +14, 753, ЮВ 2м/с
11.10.2011: +15, 749, Ю 3м/с, +15, 748, Ю 3м/с
12.10.2011: +17, 746, ЮЗ 3м/с, +16, 745, ЮЗ 3м/с
13.10.2011: +19, 739, ЮЗ 3м/с, +12, 740, ЮЗ 3м/с
14.10.2011: +11, 749, З 2м/с, +3, 751, З 2м/с
15.10.2011: +10, 754, СЗ 1м/с, +5, 754, СЗ 1м/с
16.10.2011: +6, 756, СЗ 2м/с, +3, 758, СЗ 2м/с
17.10.2011: +6, 759, З 2м/с, +3, 760, З 2м/с
18.10.2011: +7, 759, ЮВ 1м/с, +3, 759, ЮВ 1м/с
19.10.2011: +9, 755, В 2м/с, +6, 755, В 2м/с
20.10.2011: +12, 756, ЮВ 1м/с, +9, 757, ЮВ 1м/с
21.10.2011: +15, 757, Ю 1м/с, +10, 757, Ю 1м/с
22.10.2011: +8, 755, СЗ 2м/с, +7, 755, СЗ 2м/с
23.10.2011: +8, 754, З 2м/с, +4, 753, З 2м/с
24.10.2011: +4, 752, СВ 2м/с, +3, 753, СВ 2м/с
25.10.2011: +4, 754, СВ 3м/с, +1, 755, СВ 3м/с
26.10.2011: +3, 757, СВ 2м/с, 0, 757, СВ 2м/с
27.10.2011: +3, 755, С 3м/с, +3, 755, С 3м/с
28.10.2011: +1, 758, СЗ 2м/с, 0, 761, СЗ 2м/с
29.10.2011: +1, 758, З 3м/с, +1, 755, З 3м/с
30.10.2011: +3, 748, З 3м/с, +4, 747, З 3м/с
31.10.2011: +7, 746, З 2м/с, +5, 746, З 2м/с
1.11.2011: +7, 744, ЮЗ 2м/с, +5, 744, ЮЗ 2м/с
2.11.2011: +6, 751, С 1м/с, +6, 752, С 1м/с
3.11.2011: +5, 748, ЮЗ 5м/с, +4, 746, ЮЗ 5м/с
4.11.2011: +1, 746, С 2м/с, -2, 749, С 2м/с
5.11.2011: -7, 755, С 3м/с, -9, 757, С 3м/с
6.11.2011: -9, 758, СВ 3м/с, -11, 759, СВ 3м/с
7.11.2011: -5, 758, СЗ 3м/с, -7, 758, СЗ 3м/с
8.11.2011: -3, 747, Ю 4м/с, -4, 741, Ю 4м/с
9.11.2011: -4, 738, В 3м/с, -3, 740, В 3м/с
10.11.2011: 0, 750, ЮВ 2м/с, 0, 753, ЮВ 2м/с
11.11.2011: -1, 755, СВ 2м/с, -2, 755, СВ 2м/с
12.11.2011: -2, 757, С 1м/с, -3, 759, С 1м/с
13.11.2011: -3, 760, СЗ 2м/с, -5, 756, СЗ 2м/с
14.11.2011: -2, 751, З 2м/с, -3, 749, З 2м/с
15.11.2011: -2, 740, З 3м/с, -3, 740, З 3м/с
16.11.2011: -6, 744, ЮЗ 3м/с, -5, 744, ЮЗ 3м/с
17.11.2011: -6, 745, ЮЗ 3м/с, -6, 741, ЮЗ 3м/с
18.11.2011: -5, 746, С 4м/с, -5, 749, С 4м/с
19.11.2011: -5, 751, ЮЗ 2м/с, -5, 746, ЮЗ 2м/с
20.11.2011: 0, 737, СЗ 3м/с, -5, 743, СЗ 3м/с
21.11.2011: -4, 751, СЗ 4м/с, -7, 752, СЗ 4м/с
22.11.2011: -7, 748, З 3м/с, -8, 749, З 3м/с
23.11.2011: -12, 758, СВ 2м/с, -14, 761, СВ 2м/с
24.11.2011: -13, 762, З 1м/с, -13, 761, З 1м/с
25.11.2011: -8, 754, ЮЗ 2м/с, -7, 752, ЮЗ 2м/с
26.11.2011: -5, 755, ЮЗ 2м/с, -7, 753, ЮЗ 2м/с
27.11.2011: -9, 751, Ю 3м/с, -8, 752, Ю 3м/с
28.11.2011: -5, 748, Ю 5м/с, -5, 746, Ю 5м/с
29.11.2011: -5, 751, В 2м/с, -4, 744, В 2м/с
30.11.2011: -1, 746, В 1м/с, -1, 746, В 1м/с
1.12.2011: -5, 749, В 1м/с, -6, 752, В 1м/с
2.12.2011: -6, 754, СВ 2м/с, -5, 756, СВ 2м/с
3.12.2011: -4, 757, ЮЗ 2м/с, -8, 756, ЮЗ 2м/с
4.12.2011: -6, 754, ЮЗ 3м/с, -6, 753, ЮЗ 3м/с
5.12.2011: -1, 750, ЮЗ 4м/с, 0, 752, ЮЗ 4м/с
6.12.2011: 0, 753, ЮЗ 4м/с, -1, 753, ЮЗ 4м/с
7.12.2011: -7, 755, ЮВ 3м/с, -7, 755, ЮВ 3м/с
8.12.2011: -10, 757, ЮВ 2м/с, -10, 758, ЮВ 2м/с
9.12.2011: -7, 758, В 2м/с, -9, 758, В 2м/с
10.12.2011: -12, 758, ЮВ 2м/с, -14, 757, ЮВ 2м/с
11.12.2011: -14, 755, В 1м/с, -15, 753, В 1м/с
12.12.2011: -9, 747, В 2м/с, -9, 749, В 2м/с
13.12.2011: -5, 757, С 2м/с, -6, 759, С 2м/с
14.12.2011: -11, 763, В 1м/с, -11, 762, В 1м/с
15.12.2011: -8, 762, ЮЗ 2м/с, -9, 763, ЮЗ 2м/с
16.12.2011: -9, 763, ЮВ 1м/с, -11, 762, ЮВ 1м/с
17.12.2011: -13, 763, ЮВ 3м/с, -13, 764, ЮВ 3м/с
18.12.2011: -12, 767, ЮВ 3м/с, -14, 767, ЮВ 3м/с
19.12.2011: -11, 768, Ю 4м/с, -11, 769, Ю 4м/с
20.12.2011: -8, 766, ЮВ 3м/с, -8, 764, ЮВ 3м/с
21.12.2011: -7, 759, ЮВ 4м/с, -8, 759, ЮВ 4м/с
22.12.2011: -10, 755, Ю 2м/с, -10, 754, Ю 2м/с
23.12.2011: -9, 752, ЮВ 2м/с, -8, 751, ЮВ 2м/с
24.12.2011: -5, 750, З 1м/с, -5, 751, З 1м/с
25.12.2011: -8, 752, Ш, -9, 752, Ш
26.12.2011: -8, 748, З 4м/с, -6, 743, З 4м/с
27.12.2011: 0, 736, З 2м/с, +1, 737, З 2м/с
28.12.2011: +1, 729, СЗ 4м/с, -2, 731, СЗ 4м/с
29.12.2011: -3, 748, СЗ 4м/с, -4, 750, СЗ 4м/с
30.12.2011: -3, 753, ЮЗ 2м/с, -5, 755, ЮЗ 2м/с
31.12.2011: -8, 752, ЮВ 2м/с, -7, 751, ЮВ 2м/с
1.1.2012: -5, 753, В 2м/с, -5, 752, В 2м/с
2.1.2012: -6, 751, В 2м/с, -7, 750, В 2м/с
3.1.2012: -6, 752, В 1м/с, -9, 752, В 1м/с
4.1.2012: -11, 749, Ю 2м/с, -9, 749, Ю 2м/с
5.1.2012: -4, 749, Ю 2м/с, -2, 749, Ю 2м/с
6.1.2012: -1, 754, Ю 3м/с, -5, 755, Ю 3м/с
7.1.2012: -8, 756, ЮВ 2м/с, -9, 758, ЮВ 2м/с
8.1.2012: -10, 759, ЮВ 3м/с, -12, 759, ЮВ 3м/с
9.1.2012: -11, 758, В 4м/с, -12, 757, В 4м/с
10.1.2012: -11, 753, В 2м/с, -11, 752, В 2м/с
11.1.2012: -10, 750, ЮЗ 1м/с, -12, 750, ЮЗ 1м/с
12.1.2012: -10, 749, Ю 2м/с, -8, 748, Ю 2м/с
13.1.2012: -4, 747, Ю 2м/с, -4, 747, Ю 2м/с
14.1.2012: -3, 749, ЮВ 2м/с, -4, 750, ЮВ 2м/с
15.1.2012: -3, 754, В 2м/с, -4, 755, В 2м/с
16.1.2012: -6, 754, ЮВ 3м/с, -6, 753, ЮВ 3м/с
17.1.2012: -4, 754, ЮВ 4м/с, -4, 757, ЮВ 4м/с
18.1.2012: -7, 758, В 4м/с, -9, 758, В 4м/с
19.1.2012: -11, 762, В 2м/с, -14, 762, В 2м/с
20.1.2012: -13, 764, В 2м/с, -15, 764, В 2м/с
21.1.2012: -14, 769, ЮВ 2м/с, -15, 769, ЮВ 2м/с
22.1.2012: -12, 769, В 2м/с, -14, 769, В 2м/с
23.1.2012: -9, 767, В 2м/с, -10, 766, В 2м/с
24.1.2012: -6, 763, В 2м/с, -7, 762, В 2м/с
25.1.2012: -6, 764, В 2м/с, -9, 765, В 2м/с
26.1.2012: -8, 770, В 3м/с, -10, 771, В 3м/с
27.1.2012: -9, 769, СВ 3м/с, -10, 767, СВ 3м/с
28.1.2012: -10, 765, В 1м/с, -14, 766, В 1м/с
29.1.2012: -10, 767, СЗ 1м/с, -15, 766, СЗ 1м/с
30.1.2012: -16, 766, СВ 2м/с, -18, 767, СВ 2м/с
31.1.2012: -17, 767, В 4м/с, -19, 768, В 4м/с
1.2.2012: -19, 772, В 3м/с, -21, 773, В 3м/с
2.2.2012: -19, 772, В 2м/с, -21, 772, В 2м/с
3.2.2012: -19, 777, В 1м/с, -24, 779, В 1м/с
4.2.2012: -15, 776, С 2м/с, -20, 774, С 2м/с
5.2.2012: -14, 770, СВ 2м/с, -16, 770, СВ 2м/с
7.2.2012: -13, 769, В 2м/с, -14, 767, В 2м/с
8.2.2012: -13, 760, В 5м/с, -11, 758, В 5м/с
9.2.2012: -12, 756, В 3м/с, -16, 758, В 3м/с
10.2.2012: -17, 762, ЮВ 2м/с, -18, 762, ЮВ 2м/с
11.2.2012: -14, 763, ЮВ 2м/с, -16, 764, ЮВ 2м/с
12.2.2012: -17, 766, Ш, -25, 766, Ш
13.2.2012: -17, 764, ЮВ 1м/с, -18, 764, ЮВ 1м/с
14.2.2012: -13, 764, В 2м/с, -14, 763, В 2м/с
15.2.2012: -11, 758, ЮВ 4м/с, -14, 757, ЮВ 4м/с
16.2.2012: -10, 758, ЮВ 2м/с, -13, 759, ЮВ 2м/с
17.2.2012: -8, 758, В 3м/с, -12, 758, В 3м/с
18.2.2012: -9, 760, ЮВ 2м/с, -12, 761, ЮВ 2м/с
19.2.2012: -6, 762, СЗ 2м/с, -11, 763, СЗ 2м/с
20.2.2012: -6, 765, СЗ 2м/с, -10, 764, СЗ 2м/с
21.2.2012: -5, 761, З 1м/с, -10, 760, З 1м/с
22.2.2012: -10, 757, Ю 2м/с, -13, 757, Ю 2м/с
23.2.2012: -8, 756, Ю 2м/с, -13, 755, Ю 2м/с
24.2.2012: -8, 751, ЮВ 3м/с, -11, 749, ЮВ 3м/с
25.2.2012: -10, 746, ЮВ 4м/с, -10, 746, ЮВ 4м/с
26.2.2012: -9, 745, В 5м/с, -10, 745, В 5м/с
27.2.2012: -9, 746, В 4м/с, -8, 747, В 4м/с
28.2.2012: -3, 749, В 2м/с, -3, 749, В 2м/с
29.2.2012: -1, 745, ЮВ 2м/с, -2, 745, ЮВ 2м/с
1.3.2012: -3, 744, ЮВ 2м/с, -3, 743, ЮВ 2м/с
2.3.2012: -3, 740, В 2м/с, -6, 739, В 2м/с
3.3.2012: -4, 736, В 2м/с, -6, 737, В 2м/с
4.3.2012: -3, 741, ЮВ 2м/с, -6, 743, ЮВ 2м/с
5.3.2012: -3, 740, С 3м/с, -5, 740, С 3м/с
6.3.2012: -3, 741, В 2м/с, -6, 743, В 2м/с
7.3.2012: -6, 746, В 2м/с, -9, 746, В 2м/с
8.3.2012: -7, 750, В 2м/с, -7, 750, В 2м/с
9.3.2012: -6, 749, ЮВ 2м/с, -13, 751, ЮВ 2м/с
10.3.2012: -13, 754, В 2м/с, -15, 755, В 2м/с
11.3.2012: -10, 756, ЮВ 1м/с, -15, 758, ЮВ 1м/с
12.3.2012: -12, 755, Ю 2м/с, -16, 753, Ю 2м/с
13.3.2012: -11, 740, В 3м/с, -10, 737, В 3м/с
14.3.2012: -5, 728, В 3м/с, -2, 722, В 3м/с
15.3.2012: -1, 736, З 2м/с, -5, 739, З 2м/с
16.3.2012: -3, 743, СЗ 2м/с, -8, 745, СЗ 2м/с
17.3.2012: -6, 743, З 3м/с, -6, 742, З 3м/с
18.3.2012: +1, 742, З 4м/с, +1, 741, З 4м/с
19.3.2012: +6, 747, СЗ 1м/с, -1, 749, СЗ 1м/с
20.3.2012: 0, 743, Ю 3м/с, 0, 743, Ю 3м/с
21.3.2012: +1, 737, ЮЗ 5м/с, 0, 739, ЮЗ 5м/с
22.3.2012: +3, 742, СЗ 2м/с, -1, 737, СЗ 2м/с
23.3.2012: 0, 742, З 3м/с, -4, 742, З 3м/с
24.3.2012: -2, 740, С 2м/с, -4, 743, С 2м/с
25.3.2012: -1, 747, СЗ 3м/с, -4, 749, СЗ 3м/с
26.3.2012: -3, 747, ЮВ 3м/с, -3, 737, ЮВ 3м/с
27.3.2012: 0, 732, ЮЗ 3м/с, -1, 734, ЮЗ 3м/с
28.3.2012: -3, 738, З 3м/с, -5, 742, З 3м/с
29.3.2012: -2, 746, ЮЗ 3м/с, -4, 746, ЮЗ 3м/с
30.3.2012: +2, 741, ЮЗ 5м/с, +3, 742, ЮЗ 5м/с
31.3.2012: +3, 739, ЮВ 3м/с, +1, 738, ЮВ 3м/с
1.4.2012: +3, 736, Ю 2м/с, +3, 734, Ю 2м/с
2.4.2012: +4, 742, З 3м/с, +1, 744, З 3м/с
3.4.2012: +2, 745, ЮЗ 3м/с, +1, 748, ЮЗ 3м/с
4.4.2012: +4, 755, З 3м/с, 0, 756, З 3м/с
5.4.2012: +8, 751, Ю 3м/с, +7, 749, Ю 3м/с
6.4.2012: +3, 749, С 1м/с, +1, 749, С 1м/с
7.4.2012: +9, 748, ЮВ 2м/с, +7, 746, ЮВ 2м/с
8.4.2012: +12, 743, ЮВ 3м/с, +13, 743, ЮВ 3м/с
9.4.2012: +19, 743, ЮВ 2м/с, +15, 742, ЮВ 2м/с
10.4.2012: +22, 746, ЮВ 2м/с, +18, 745, ЮВ 2м/с
11.4.2012: +12, 746, З 4м/с, +8, 749, З 4м/с
12.4.2012: +14, 750, СВ 2м/с, +12, 749, СВ 2м/с
13.4.2012: +21, 740, Ю 4м/с, +14, 743, Ю 4м/с
14.4.2012: +17, 749, З 3м/с, +14, 750, З 3м/с
15.4.2012: +20, 752, СВ 1м/с, +17, 751, СВ 1м/с
16.4.2012: +25, 748, ЮВ 2м/с, +20, 747, ЮВ 2м/с
17.4.2012: +29, 746, ЮВ 3м/с, +23, 745, ЮВ 3м/с
18.4.2012: +25, 744, ЮЗ 3м/с, +21, 743, ЮЗ 3м/с
19.4.2012: +24, 745, СВ 2м/с, +19, 746, СВ 2м/с
20.4.2012: +25, 747, В 3м/с, +21, 747, В 3м/с
21.4.2012: +28, 747, ЮВ 3м/с, +22, 747, ЮВ 3м/с
22.4.2012: +17, 746, В 1м/с, +16, 746, В 1м/с
23.4.2012: +25, 747, ЮВ 1м/с, +21, 746, ЮВ 1м/с
24.4.2012: +22, 747, З 3м/с, +16, 749, З 3м/с
25.4.2012: +23, 752, СЗ 1м/с, +15, 752, СЗ 1м/с
26.4.2012: +25, 751, С 2м/с, +19, 752, С 2м/с
27.4.2012: +25, 749, З 1м/с, +19, 749, З 1м/с
28.4.2012: +24, 750, СЗ 2м/с, +19, 749, СЗ 2м/с
29.4.2012: +22, 748, З 3м/с, +21, 744, З 3м/с
30.4.2012: +6, 743, С 2м/с, +7, 745, С 2м/с
1.5.2012: +11, 745, С 2м/с, +9, 741, С 2м/с
2.5.2012: +14, 740, С 3м/с, +8, 744, С 3м/с
3.5.2012: +13, 740, З 2м/с, +8, 741, З 2м/с
