 +23 747 СЗ 2м/с   
 +27 746 Ю 1м/с +19 744 Ю 1м/с
 +25 747 З 1м/с +18 747 З 1м/с
 +27 750 З 2м/с +21 750 З 2м/с
 +28 750 ЮВ 2м/с +23 749 ЮВ 2м/с
 +30 746 ЮЗ 3м/с   
 +22 740 ЮЗ 5м/с +18 741 ЮЗ 5м/с
 +19 744 З 3м/с +15 746 З 3м/с
 +25 744 ЮЗ 3м/с +22 743 ЮЗ 3м/с
 +24 740 Ю 4м/с +23 738 Ю 4м/с
 +18 733 ЮЗ 5м/с +13 735 ЮЗ 5м/с
 +13 741 З 3м/с +9 745 З 3м/с
 +15 749 З 5м/с +13 748 З 5м/с
 +14 751 З 2м/с +15 751 З 2м/с
 +20 753 З 2м/с +16 753 З 2м/с
 +26 753 З 3м/с +17 752 З 3м/с
 +29 753 ЮЗ 2м/с +19 753 ЮЗ 2м/с
 +30 753 Ю 2м/с +19 751 Ю 2м/с
 +29 748 ЮЗ 3м/с +22 747 ЮЗ 3м/с
 +29 744 ЮЗ 2м/с +18 744 ЮЗ 2м/с
 +18 747 С 2м/с +10 748 С 2м/с
 +16 747 В 3м/с +13 745 В 3м/с
 +13 741 В 3м/с +13 739 В 3м/с
 +15 741 ЮЗ 1м/с +12 741 ЮЗ 1м/с
 +15 742 Ю 1м/с +13 743 Ю 1м/с
 +11 734 В 2м/с +11 735 В 2м/с
 +8 746 С 3м/с +7 749 С 3м/с
 +10 753 С 2м/с +7 755 С 2м/с
 +12 757 СЗ 2м/с +10 758 СЗ 2м/с
 +14 760 В 1м/с +11 760 В 1м/с
 +14 762 СВ 2м/с +10 762 СВ 2м/с
 +14 763 В 2м/с +10 763 В 2м/с
 +15 762 В 2м/с +9 761 В 2м/с
 +15 759 В 2м/с +10 759 В 2м/с
 +15 757 В 1м/с +11 756 В 1м/с
 +13 753 Ш +10 753 Ш
 +10 751 С 3м/с +6 752 С 3м/с
 +6 753 С 2м/с +3 752 С 2м/с
 +7 752 ЮВ 1м/с +5 751 ЮВ 1м/с
 +14 747 ЮЗ 4м/с +12 748 ЮЗ 4м/с
 +14 749 ЮЗ 3м/с +12 750 ЮЗ 3м/с
 +15 752 Ю 2м/с +10 753 Ю 2м/с
 +17 753 Ю 1м/с +11 753 Ю 1м/с
 +20 754 ЮЗ 3м/с +15 755 ЮЗ 3м/с
 +21 756 Ю 2м/с +14 757 Ю 2м/с
 +21 756 Ю 2м/с +15 756 Ю 2м/с
 +21 755 Ш +15 755 Ш
 +21 752 Ш +14 752 Ш
 +21 748 З 1м/с +15 747 З 1м/с
 +9 746 С 3м/с +7 747 С 3м/с
 +6 752 З 3м/с +3 753 З 3м/с
 +5 753 Ш +5 753 Ш
 +7 744 ЮЗ 4м/с +8 741 ЮЗ 4м/с
 +12 741 З 2м/с +9 741 З 2м/с
 +12 745 З 4м/с +8 747 З 4м/с
 +13 742 ЮЗ 4м/с +11 742 ЮЗ 4м/с
 +10 749 СЗ 2м/с +5 750 СЗ 2м/с
 +11 752 ЮЗ 1м/с +9 752 ЮЗ 1м/с
 +10 753 Ю 2м/с +8 751 Ю 2м/с
 +7 749 ЮЗ 2м/с +7 750 ЮЗ 2м/с
 +8 747 Ю 2м/с +6 744 Ю 2м/с
 +8 748 С 2м/с +6 751 С 2м/с
 +9 756 З 2м/с +7 756 З 2м/с
 +11 756 З 2м/с +8 756 З 2м/с
 +11 756 З 3м/с +7 757 З 3м/с
 +8 762 С 2м/с +4 763 С 2м/с
 +9 762 Ш +5 762 Ш
 +9 758 ЮЗ 3м/с +5 758 ЮЗ 3м/с
 +8 759 ЮЗ 2м/с +5 759 ЮЗ 2м/с
 +9 760 ЮЗ 2м/с +6 760 ЮЗ 2м/с
 +11 762 ЮЗ 1м/с +7 762 ЮЗ 1м/с
 +13 762 Ю 1м/с +8 761 Ю 1м/с
 +13 759 ЮЗ 3м/с +8 758 ЮЗ 3м/с
 +11 754 Ю 2м/с +9 751 Ю 2м/с
 +6 749 СЗ 2м/с +3 751 СЗ 2м/с
 +4 751 З 4м/с +2 753 З 4м/с
 +6 746 Ю 4м/с +4 743 Ю 4м/с
 +2 743 СЗ 2м/с +1 745 СЗ 2м/с
 -1 754 С 2м/с -1 756 С 2м/с
 -1 755 СЗ 2м/с +1 758 СЗ 2м/с
 +2 762 З 2м/с +1 760 З 2м/с
 +5 757 З 4м/с +3 758 З 4м/с
 +4 759 З 2м/с +4 759 З 2м/с
 +7 758 З 3м/с +3 759 З 3м/с
 +7 761 ЮЗ 2м/с +3 761 ЮЗ 2м/с
 +4 760 Ш +1 759 Ш
 +6 753 В 2м/с +4 751 В 2м/с
 +4 748 Ю 2м/с +5 750 Ю 2м/с
 +6 746 ЮЗ 2м/с +5 747 ЮЗ 2м/с
 +7 745 Ю 5м/с +7 746 Ю 5м/с
 +1 744 ЮЗ 5м/с +1 745 ЮЗ 5м/с
 0 741 ЮЗ 3м/с 0 740 ЮЗ 3м/с
 +4 735 ЮЗ 4м/с +5 736 ЮЗ 4м/с
 +7 743 Ю 3м/с +9 744 Ю 3м/с
 +10 743 В 4м/с +8 743 В 4м/с
 +4 752 В 1м/с +1 753 В 1м/с
 +1 759 ЮЗ 2м/с 0 758 ЮЗ 2м/с
 0 749 ЮВ 2м/с +1 744 ЮВ 2м/с
 +1 743 З 1м/с -1 744 З 1м/с
 +1 753 ЮЗ 3м/с +1 756 ЮЗ 3м/с
 +2 760 ЮЗ 2м/с +2 761 ЮЗ 2м/с
 +2 764 Ш +2 764 Ш
 +3 765 СВ 2м/с 0 765 СВ 2м/с
 +1 762 В 3м/с 0 762 В 3м/с
 +1 762 В 2м/с +1 763 В 2м/с
 0 760 Ю 2м/с 0 759 Ю 2м/с
 +2 758 З 1м/с +2 756 З 1м/с
 +2 754 Ю 3м/с +3 754 Ю 3м/с
 +4 753 Ю 2м/с +4 753 Ю 2м/с
 +5 750 В 2м/с +2 750 В 2м/с
 +3 751 В 2м/с +1 750 В 2м/с
 0 753 В 1м/с 0 754 В 1м/с
 0 759 Ш 0 761 Ш
 0 761 С 2м/с -2 760 С 2м/с
 -3 754 З 3м/с -3 755 З 3м/с
 -4 759 С 3м/с -6 762 С 3м/с
 -8 761 СЗ 1м/с -8 759 СЗ 1м/с
 -9 759 С 2м/с -9 759 С 2м/с
 -7 763 СВ 2м/с -9 765 СВ 2м/с
 -10 766 Ш -13 766 Ш
 -13 765 Ш -14 765 Ш
 -13 765 Ш -14 764 Ш
 -12 763 Ш -16 763 Ш
 -11 762 Ш -12 761 Ш
 -12 761 В 1м/с -12 761 В 1м/с
 -9 760 В 3м/с -10 760 В 3м/с
 -9 763 В 3м/с -8 765 В 3м/с
 -8 768 Ш -11 768 Ш
 -9 762 З 1м/с -12 759 З 1м/с
 -8 752 ЮЗ 2м/с -10 751 ЮЗ 2м/с
 -8 753 Ш -8 755 Ш
 -8 759 ЮЗ 2м/с -10 759 ЮЗ 2м/с
 -8 756 Ю 2м/с -12 755 Ю 2м/с
 -10 747 Ю 2м/с -12 744 Ю 2м/с
 -8 740 Ю 2м/с -9 741 Ю 2м/с
 -14 745 З 2м/с -16 747 З 2м/с
 -16 747 В 2м/с -13 745 В 2м/с
 -12 748 ЮВ 1м/с -13 748 ЮВ 1м/с
 -15 748 З 1м/с -18 750 З 1м/с
 -16 751 З 2м/с -16 753 З 2м/с
 -15 756 Ю 2м/с -17 756 Ю 2м/с
 -13 745 ЮВ 2м/с -13 744 ЮВ 2м/с
 -16 747 В 2м/с -16 747 В 2м/с
 -20 750 С 3м/с -22 750 С 3м/с
 -18 751 З 1м/с -20 751 З 1м/с
 -16 749 Ю 2м/с -12 746 Ю 2м/с
 -4 746 ЮЗ 3м/с -6 749 ЮЗ 3м/с
 -2 753 ЮЗ 1м/с -2 753 ЮЗ 1м/с
 -5 748 Ю 2м/с -2 750 Ю 2м/с
 -4 757 С 3м/с -5 758 С 3м/с
 -7 756 В 5м/с -7 753 В 5м/с
 -5 753 Ш -8 753 Ш
 -7 753 Ю 2м/с -7 755 Ю 2м/с
 -5 759 Ш -5 761 Ш
 -7 763 ЮЗ 1м/с -8 763 ЮЗ 1м/с
 -7 759 Ю 3м/с -11 758 Ю 3м/с
 -7 753 В 3м/с -8 753 В 3м/с
 -4 754 Ю 1м/с -8 754 Ю 1м/с
 -6 756 В 1м/с -8 756 В 1м/с
 -4 755 В 1м/с -8 755 В 1м/с
 -5 754 ЮЗ 1м/с -9 753 ЮЗ 1м/с
 -7 751 Ш -12 751 Ш
 -9 751 В 2м/с -10 753 В 2м/с
 -8 753 В 2м/с -8 753 В 2м/с
 -6 753 СЗ 1м/с -10 754 СЗ 1м/с
 -8 754 З 1м/с -11 752 З 1м/с
 -8 747 З 2м/с -11 749 З 2м/с
 -8 748 ЮЗ 4м/с -11 753 ЮЗ 4м/с
 -5 741 З 3м/с -4 742 З 3м/с
 -7 744 В 2м/с -11 744 В 2м/с
 -17 747 СЗ 2м/с -18 750 СЗ 2м/с
 -11 753 Ш -10 754 Ш
 -6 756 ЮЗ 2м/с -12 756 ЮЗ 2м/с
 -8 755 В 2м/с -11 755 В 2м/с
 -4 754 В 3м/с -7 753 В 3м/с
 -5 754 ЮВ 2м/с -5 754 ЮВ 2м/с
 -5 751 ЮВ 3м/с -7 751 ЮВ 3м/с
 -2 756 Ш -3 756 Ш
 -2 756 В 2м/с -5 756 В 2м/с
 -2 756 В 3м/с -7 756 В 3м/с
 -3 756 В 2м/с -4 756 В 2м/с
 -3 755 В 1м/с -7 756 В 1м/с
 -3 756 В 2м/с -4 756 В 2м/с
 -3 762 В 3м/с -9 765 В 3м/с
 -8 767 В 3м/с -11 765 В 3м/с
 -8 761 В 3м/с -12 761 В 3м/с
 -7 759 В 1м/с -9 760 В 1м/с
 -4 760 В 1м/с -8 760 В 1м/с
 -5 757 В 2м/с -10 756 В 2м/с
 -5 754 ЮВ 1м/с -7 753 ЮВ 1м/с
 -5 753 ЮВ 2м/с -5 753 ЮВ 2м/с
 -3 750 В 3м/с -4 749 В 3м/с
 +1 745 В 4м/с -3 745 В 4м/с
 -1 742 В 5м/с -2 741 В 5м/с
 -1 750 Ю 1м/с -5 751 Ю 1м/с
 +1 750 СЗ 2м/с -5 750 СЗ 2м/с
 0 751 Ш -5 752 Ш
 -2 751 Ш -6 753 Ш
 -2 756 СВ 1м/с -5 756 СВ 1м/с
 -3 757 В 2м/с -6 756 В 2м/с
 -3 751 В 5м/с -4 748 В 5м/с
 +1 741 ЮЗ 2м/с 0 744 ЮЗ 2м/с
 +1 747 Ю 3м/с 0 748 Ю 3м/с
 +1 747 В 1м/с 0 744 В 1м/с
 0 750 З 3м/с -2 751 З 3м/с
 -1 751 С 2м/с -6 753 С 2м/с
 -2 755 С 2м/с -6 755 С 2м/с
 +2 757 С 2м/с -5 756 С 2м/с
 +1 753 З 1м/с -4 753 З 1м/с
 +2 752 З 1м/с -4 753 З 1м/с
 +1 756 Ш -3 756 Ш
 +2 753 З 1м/с -3 753 З 1м/с
 +3 745 Ю 2м/с -1 742 Ю 2м/с
 +1 727 Ю 3м/с 0 731 Ю 3м/с
 -1 737 ЮЗ 3м/с -5 741 ЮЗ 3м/с
 -1 744 В 3м/с -3 741 В 3м/с
 +5 741 СЗ 1м/с -1 743 СЗ 1м/с
 +7 743 В 2м/с +4 744 В 2м/с
 +3 750 Ш +1 751 Ш
 +12 754 ЮВ 1м/с +8 755 ЮВ 1м/с
 +11 759 ЮВ 1м/с +9 759 ЮВ 1м/с
 +16 761 ЮВ 1м/с +11 759 ЮВ 1м/с
 +16 756 ЮЗ 4м/с +11 756 ЮЗ 4м/с
 +16 749 ЮЗ 4м/с +12 747 ЮЗ 4м/с
 +6 741 ЮЗ 2м/с +3 740 ЮЗ 2м/с
 +1 741 СЗ 4м/с 0 743 СЗ 4м/с
 +1 740 СВ 1м/с 0 742 СВ 1м/с
 +2 747 СЗ 3м/с -1 748 СЗ 3м/с
 +4 747 ЮЗ 1м/с +2 746 ЮЗ 1м/с
 +4 738 З 4м/с +1 744 З 4м/с
 +1 751 СЗ 3м/с -2 753 СЗ 3м/с
 0 755 С 3м/с -2 756 С 3м/с
 +2 755 С 4м/с -1 756 С 4м/с
 +6 753 С 5м/с +2 754 С 5м/с
 +7 755 СЗ 3м/с +3 756 СЗ 3м/с
 +9 752 СЗ 2м/с +5 751 СЗ 2м/с
 +9 751 Ю 1м/с +6 750 Ю 1м/с
 +12 750 Ю 3м/с +8 749 Ю 3м/с
 +14 748 ЮЗ 4м/с +10 747 ЮЗ 4м/с
 +3 750 СВ 3м/с 0 750 СВ 3м/с
 +16 742 Ю 7м/с +14 741 Ю 7м/с
 +2 741 Ш +2 741 Ш
 +3 738 С 3м/с +1 740 С 3м/с
 +4 738 СЗ 2м/с 0 738 СЗ 2м/с
 0 742 З 2м/с -2 744 З 2м/с
 +4 744 З 3м/с +3 746 З 3м/с
 +9 750 ЮЗ 2м/с +7 749 ЮЗ 2м/с
 +8 749 С 4м/с +7 749 С 4м/с
 +10 750 СЗ 2м/с +6 752 СЗ 2м/с
 +21 747 З 3м/с +15 747 З 3м/с
 +23 750 З 2м/с +19 749 З 2м/с
 +24 746 ЮЗ 5м/с +17 745 ЮЗ 5м/с
 +26 743 ЮЗ 2м/с +20 742 ЮЗ 2м/с
 +12 743 С 3м/с +6 745 С 3м/с
 +13 749 С 3м/с +10 750 С 3м/с
 +19 749 СЗ 3м/с +13 750 СЗ 3м/с
 +21 749 ЮЗ 4м/с +18 750 ЮЗ 4м/с
 +24 749 ЮЗ 2м/с +17 750 ЮЗ 2м/с
 +23 750 Ю 2м/с +19 749 Ю 2м/с
 +22 745 ЮВ 4м/с +18 744 ЮВ 4м/с
 +25 743 В 1м/с +18 744 В 1м/с
 +20 743 В 3м/с +16 744 В 3м/с
 +24 747 С 2м/с +17 750 С 2м/с
 +24 750 З 3м/с +16 750 З 3м/с
 +21 750 ЮВ 1м/с +15 750 ЮВ 1м/с
 +21 744 В 2м/с +15 743 В 2м/с
 +19 743 ЮЗ 2м/с +15 744 ЮЗ 2м/с
 +15 744 З 3м/с +11 744 З 3м/с
 +12 743 З 3м/с +9 743 З 3м/с
 +10 747 З 2м/с +8 748 З 2м/с
 +11 750 ЮЗ 2м/с +9 749 ЮЗ 2м/с
 +12 746 СЗ 3м/с +11 745 СЗ 3м/с
 +19 747 С 3м/с +14 748 С 3м/с
 +16 747 З 4м/с +11 747 З 4м/с
 +16 751 С 2м/с +10 753 С 2м/с
 +17 751 Ю 2м/с +14 750 Ю 2м/с
 +23 744 Ю 4м/с +17 744 Ю 4м/с
 +11 738 ЮВ 4м/с +13 741 ЮВ 4м/с
 +18 743 ЮЗ 2м/с +13 744 ЮЗ 2м/с
 +22 747 С 2м/с +17 749 С 2м/с
 +24 751 ЮЗ 1м/с +16 752 ЮЗ 1м/с
 +25 753 В 2м/с +22 753 В 2м/с
 +28 750 СЗ 2м/с +22 750 СЗ 2м/с
 +23 749 С 4м/с +18 750 С 4м/с
 +22 751 С 3м/с +19 749 С 3м/с
 +27 746 З 4м/с +23 745 З 4м/с
 +28 746 ЮЗ 5м/с +24 745 ЮЗ 5м/с
 +30 744 Ю 5м/с +26 744 Ю 5м/с
 +26 745 СЗ 2м/с +24 745 СЗ 2м/с
 +28 743 С 2м/с +22 744 С 2м/с
 +24 747 З 2м/с +16 750 З 2м/с
 +25 751 ЮЗ 3м/с +25 751 ЮЗ 3м/с
 +30 752 З 2м/с +19 753 З 2м/с
 +26 754 СЗ 2м/с +19 756 СЗ 2м/с
 +28 753 З 2м/с +28 753 З 2м/с
 +31 752 Ш +27 752 Ш
 +35 750 В 2м/с +26 750 В 2м/с
