 -20 765 В 2м/с -22 765 В 2м/с
 -20 764 Ш -24 764 Ш
 -20 762 З 2м/с -20 761 З 2м/с
 -9 756 ЮЗ 3м/с -7 754 ЮЗ 3м/с
 -6 751 ЮЗ 2м/с -4 752 ЮЗ 2м/с
 -1 753 З 1м/с -2 754 З 1м/с
 -1 759 Ш -2 762 Ш
 -4 765 Ю 3м/с -4 765 Ю 3м/с
 -8 765 Ю 1м/с -10 765 Ю 1м/с
 -9 765 Ш -12 765 Ш
 -9 762 Ю 3м/с -14 762 Ю 3м/с
 -15 759 В 2м/с -17 759 В 2м/с
 -13 753 В 4м/с -11 751 В 4м/с
 -9 751 Ю 3м/с -9 751 Ю 3м/с
 -11 750 В 3м/с -10 751 В 3м/с
 -8 753 В 1м/с -10 751 В 1м/с
 -4 742 Ю 2м/с -3 741 Ю 2м/с
 -1 735 В 2м/с -2 735 В 2м/с
 -1 741 ЮВ 3м/с -3 744 ЮВ 3м/с
 -4 749 Ю 1м/с -5 750 Ю 1м/с
 -6 753 С 1м/с -5 753 С 1м/с
 -7 753 В 1м/с -11 753 В 1м/с
 -11 753 ЮВ 1м/с -14 753 ЮВ 1м/с
 -12 756 В 1м/с -11 758 В 1м/с
 -6 756 В 1м/с -5 754 В 1м/с
 -3 756 З 4м/с -2 754 З 4м/с
 -1 759 З 1м/с -9 760 З 1м/с
 -6 760 З 2м/с -9 761 З 2м/с
 -8 765 Ш -6 767 Ш
 -10 773 В 2м/с -15 773 В 2м/с
 -14 774 ЮЗ 3м/с -18 772 ЮЗ 3м/с
 -12 762 ЮЗ 3м/с -11 762 ЮЗ 3м/с
 -3 760 ЮЗ 1м/с -3 762 ЮЗ 1м/с
 -5 763 ЮЗ 1м/с -7 763 ЮЗ 1м/с
 -4 758 ЮЗ 4м/с -6 755 ЮЗ 4м/с
 -6 746 ЮЗ 4м/с -9 744 ЮЗ 4м/с
 -13 744 В 2м/с -13 741 В 2м/с
 -10 741 ЮЗ 2м/с -17 744 ЮЗ 2м/с
 -11 750 З 2м/с -16 753 З 2м/с
 -14 751 ЮЗ 3м/с -15 750 ЮЗ 3м/с
 -13 746 ЮВ 2м/с -14 744 ЮВ 2м/с
 -8 735 СЗ 2м/с -13 735 СЗ 2м/с
 -8 740 СЗ 4м/с -10 744 СЗ 4м/с
 -7 750 З 3м/с -8 746 З 3м/с
 +1 734 ЮЗ 4м/с +1 732 ЮЗ 4м/с
 +3 739 ЮЗ 3м/с +1 741 ЮЗ 3м/с
 0 741 ЮЗ 4м/с +1 738 ЮЗ 4м/с
 0 728 ЮЗ 3м/с +1 735 ЮЗ 3м/с
 +2 744 З 3м/с 0 745 З 3м/с
 +2 741 ЮЗ 3м/с +1 740 ЮЗ 3м/с
 +2 738 ЮЗ 3м/с +1 740 ЮЗ 3м/с
 +3 743 Ю 3м/с +2 742 Ю 3м/с
 +2 738 В 3м/с +3 737 В 3м/с
 +2 736 Ю 2м/с +1 738 Ю 2м/с
 +1 735 В 1м/с 0 735 В 1м/с
 +1 744 З 3м/с -1 748 З 3м/с
 +1 750 ЮЗ 5м/с -1 751 ЮЗ 5м/с
 +2 747 ЮЗ 4м/с 0 744 ЮЗ 4м/с
 +2 742 З 2м/с 0 746 З 2м/с
 +1 753 С 2м/с -3 754 С 2м/с
 -2 752 СВ 3м/с -4 752 СВ 3м/с
 0 752 С 2м/с -4 752 С 2м/с
 0 751 ЮВ 2м/с -3 750 ЮВ 2м/с
 +3 746 Ю 2м/с -1 746 Ю 2м/с
 +4 744 Ш -1 744 Ш
 +4 741 В 1м/с +1 741 В 1м/с
 0 738 В 1м/с -1 744 В 1м/с
 +2 735 ЮЗ 3м/с +1 737 ЮЗ 3м/с
 0 737 В 2м/с +1 735 В 2м/с
 +4 741 ЮВ 1м/с +2 738 ЮВ 1м/с
 +4 746 ЮЗ 4м/с +2 740 ЮЗ 4м/с
 +5 741 ЮЗ 4м/с +3 740 ЮЗ 4м/с
 +2 738 З 1м/с +1 742 З 1м/с
 +3 748 Ю 1м/с +2 748 Ю 1м/с
 +4 745 ЮВ 2м/с +2 747 ЮВ 2м/с
 +10 744 В 2м/с +5 742 В 2м/с
 +15 738 В 3м/с +10 741 В 3м/с
 +12 746 ЮЗ 2м/с +10 747 ЮЗ 2м/с
 +8 756 З 2м/с +5 758 З 2м/с
 +9 759 С 2м/с +5 759 С 2м/с
 +7 754 С 4м/с +5 753 С 4м/с
 +10 753 С 2м/с +5 753 С 2м/с
 +11 752 СВ 4м/с +5 752 СВ 4м/с
 +10 749 СВ 3м/с +6 749 СВ 3м/с
 +15 748 СВ 4м/с +10 749 СВ 4м/с
 +17 746 СВ 2м/с +11 747 СВ 2м/с
 +17 747 В 2м/с +14 748 В 2м/с
 +20 753 ЮЗ 2м/с +16 753 ЮЗ 2м/с
 +20 755 Ю 3м/с +16 756 Ю 3м/с
 +19 755 Ю 3м/с +14 754 Ю 3м/с
 +20 753 Ю 3м/с +15 753 Ю 3м/с
 +21 752 Ю 2м/с +17 752 Ю 2м/с
 +22 750 Ю 3м/с +14 750 Ю 3м/с
 +21 747 ЮЗ 2м/с +17 747 ЮЗ 2м/с
 +20 747 С 2м/с +13 748 С 2м/с
 +9 743 В 4м/с +5 740 В 4м/с
 +8 747 В 3м/с +3 752 В 3м/с
 +8 758 В 2м/с +5 759 В 2м/с
 +11 759 ЮВ 3м/с +7 758 ЮВ 3м/с
 +12 756 ЮВ 4м/с +9 754 ЮВ 4м/с
 +12 753 ЮВ 2м/с +10 751 ЮВ 2м/с
 +15 748 З 2м/с +10 748 З 2м/с
 +19 746 Ю 2м/с +14 746 Ю 2м/с
 +18 742 З 2м/с +13 742 З 2м/с
 +9 746 СЗ 3м/с +9 747 СЗ 3м/с
 +4 742 С 2м/с +5 744 С 2м/с
 +13 750 ЮЗ 3м/с +11 752 ЮЗ 3м/с
 +16 752 ЮЗ 3м/с +10 753 ЮЗ 3м/с
 +14 755 СЗ 4м/с +8 753 СЗ 4м/с
 +15 752 З 1м/с +9 752 З 1м/с
 +17 752 СЗ 2м/с +12 753 СЗ 2м/с
 +20 754 З 2м/с +15 755 З 2м/с
 +21 752 З 2м/с +16 750 З 2м/с
 +14 751 СВ 4м/с +8 753 СВ 4м/с
 +13 754 С 4м/с +9 754 С 4м/с
 +15 755 СВ 2м/с +8 754 СВ 2м/с
 +17 752 З 1м/с +11 751 З 1м/с
 +19 746 З 2м/с +14 744 З 2м/с
 +20 742 З 2м/с +16 743 З 2м/с
 +20 741 С 3м/с +15 743 С 3м/с
 +19 746 З 2м/с +12 748 З 2м/с
 +20 751 З 2м/с +14 752 З 2м/с
 +24 748 В 3м/с +19 748 В 3м/с
 +24 745 С 2м/с +15 745 С 2м/с
 +21 744 ЮЗ 3м/с +15 744 ЮЗ 3м/с
 +12 738 В 1м/с +11 736 В 1м/с
 +10 741 ЮЗ 4м/с +7 744 ЮЗ 4м/с
 +13 749 З 3м/с +11 750 З 3м/с
 +21 749 ЮЗ 3м/с +18 749 ЮЗ 3м/с
 +22 751 З 1м/с +18 752 З 1м/с
 +27 752 ЮЗ 3м/с +21 752 ЮЗ 3м/с
 +29 752 ЮЗ 2м/с +21 751 ЮЗ 2м/с
 +29 750 ЮЗ 1м/с +21 750 ЮЗ 1м/с
 +29 748 ЮЗ 1м/с +19 748 ЮЗ 1м/с
 +18 751 С 4м/с +17 752 С 4м/с
 +20 748 В 2м/с +22 745 В 2м/с
 +25 744 З 2м/с +20 743 З 2м/с
 +22 739 СЗ 2м/с +16 741 СЗ 2м/с
 +17 744 С 2м/с +15 744 С 2м/с
 +10 742 С 3м/с +9 741 С 3м/с
 +11 738 СЗ 2м/с +10 739 СЗ 2м/с
 +19 740 З 2м/с +13 741 З 2м/с
 +12 740 СВ 1м/с +12 740 СВ 1м/с
 +16 742 З 2м/с +11 744 З 2м/с
 +13 747 З 1м/с +11 748 З 1м/с
 +19 747 Ш +12 748 Ш
 +19 746 З 1м/с +16 746 З 1м/с
 +16 739 ЮЗ 3м/с +12 740 ЮЗ 3м/с
 +14 743 СЗ 3м/с +11 743 СЗ 3м/с
 +12 744 С 3м/с +8 746 С 3м/с
 +9 749 С 3м/с +7 749 С 3м/с
 +14 748 ЮЗ 4м/с +14 746 ЮЗ 4м/с
 +21 741 ЮЗ 4м/с +16 741 ЮЗ 4м/с
 +20 746 ЮЗ 2м/с +16 745 ЮЗ 2м/с
 +28 747 З 2м/с +23 746 З 2м/с
 +27 747 В 1м/с +22 745 В 1м/с
 +26 745 С 1м/с +22 744 С 1м/с
 +27 744 С 3м/с +23 744 С 3м/с
 +30 745 ЮВ 1м/с +24 745 ЮВ 1м/с
 +25 746 Ш +22 744 Ш
 +27 744 З 1м/с +23 744 З 1м/с
 +27 745 С 1м/с +22 746 С 1м/с
 +23 747 СВ 3м/с +21 748 СВ 3м/с
 +26 747 СВ 3м/с +23 746 СВ 3м/с
 +31 742 В 3м/с +26 741 В 3м/с
 +25 741 ЮЗ 2м/с +21 741 ЮЗ 2м/с
 +22 740 СВ 2м/с +20 739 СВ 2м/с
 +17 738 В 1м/с +17 738 В 1м/с
 +20 740 З 2м/с +15 742 З 2м/с
 +20 745 СЗ 3м/с +15 746 СЗ 3м/с
 +23 747 СЗ 2м/с +16 747 СЗ 2м/с
 +21 744 ЮЗ 2м/с +16 744 ЮЗ 2м/с
 +21 739 В 1м/с +19 738 В 1м/с
 +19 738 З 1м/с +17 738 З 1м/с
 +21 738 Ш +18 738 Ш
 +21 738 С 2м/с +19 738 С 2м/с
 +23 739 СВ 2м/с +19 739 СВ 2м/с
 +24 738 В 2м/с +18 738 В 2м/с
 +27 741 ЮВ 1м/с +24 741 ЮВ 1м/с
 +28 743 Ю 3м/с +21 744 Ю 3м/с
 +24 746 СВ 1м/с +23 744 СВ 1м/с
 +26 743 С 2м/с +22 743 С 2м/с
 +26 744 Ю 3м/с +22 743 Ю 3м/с
 +28 744 ЮЗ 2м/с +24 744 ЮЗ 2м/с
 +21 742 Ю 2м/с +19 742 Ю 2м/с
 +23 744 СЗ 2м/с +18 745 СЗ 2м/с
 +27 748 З 2м/с +23 748 З 2м/с
 +30 748 СЗ 2м/с +25 747 СЗ 2м/с
 +32 746 С 1м/с +24 745 С 1м/с
 +32 746 С 2м/с +27 747 С 2м/с
 +31 748 В 3м/с +25 747 В 3м/с
 +31 747 В 2м/с +22 746 В 2м/с
 +31 744 В 1м/с +28 744 В 1м/с
 +25 747 Ю 1м/с +22 747 Ю 1м/с
 +28 748 С 2м/с +24 748 С 2м/с
 +32 749 СВ 1м/с +27 750 СВ 1м/с
 +31 749 В 1м/с +24 748 В 1м/с
 +27 746 С 2м/с +22 746 С 2м/с
 +26 745 С 1м/с +22 745 С 1м/с
 +22 744 Ш +20 744 Ш
 +15 741 СВ 3м/с +15 741 СВ 3м/с
 +24 744 З 1м/с +16 744 З 1м/с
 +21 747 ЮЗ 4м/с +17 747 ЮЗ 4м/с
 +23 749 З 2м/с +16 750 З 2м/с
 +23 750 ЮЗ 2м/с +15 750 ЮЗ 2м/с
 +24 747 ЮЗ 1м/с +17 747 ЮЗ 1м/с
 +25 747 З 3м/с +19 747 З 3м/с
 +23 742 С 2м/с +20 742 С 2м/с
 +24 744 З 2м/с +21 741 З 2м/с
 +21 738 ЮЗ 3м/с +19 736 ЮЗ 3м/с
 +17 736 СЗ 1м/с +12 738 СЗ 1м/с
 +13 743 ЮЗ 3м/с +12 746 ЮЗ 3м/с
 +20 748 З 2м/с +15 748 З 2м/с
 +23 749 З 3м/с +20 748 З 3м/с
 +30 749 ЮЗ 3м/с +20 749 ЮЗ 3м/с
 +31 750 З 1м/с +22 749 З 1м/с
 +33 751 З 1м/с +22 751 З 1м/с
 +33 751 ЮЗ 1м/с +23 750 ЮЗ 1м/с
 +33 750 З 1м/с +23 750 З 1м/с
 +35 750 Ш +28 750 Ш
 +32 752 С 2м/с +26 751 С 2м/с
 +32 752 Ш +23 750 Ш
 +33 747 Ю 1м/с +24 746 Ю 1м/с
 +35 744 Ю 1м/с +27 744 Ю 1м/с
