29-2-2012, -1, 745, ЮВ 2м/с, -2, 745, ЮВ 2м/с
1-3-2012, -3, 744, ЮВ 2м/с, -3, 743, ЮВ 2м/с
2-3-2012, -3, 740, В 2м/с, -6, 739, В 2м/с
3-3-2012, -4, 736, В 2м/с, -6, 737, В 2м/с
4-3-2012, -3, 741, ЮВ 2м/с, -6, 743, ЮВ 2м/с
5-3-2012, -3, 740, С 3м/с, -5, 740, С 3м/с
6-3-2012, -3, 741, В 2м/с, -6, 743, В 2м/с
