14-3-2013, +1, 749, СВ 1м/с, -4, 751, СВ 1м/с
15-3-2013, 0, 755, Ю 2м/с, -1, 753, Ю 2м/с
16-3-2013, +3, 748, ЮВ 3м/с, +5, 748, ЮВ 3м/с
17-3-2013, +2, 748, В 2м/с, +2, 747, В 2м/с
18-3-2013, +3, 744, В 3м/с, +3, 742, В 3м/с
19-3-2013, 0, 742, ЮЗ 3м/с, -2, 745, ЮЗ 3м/с
20-3-2013, +1, −, З 2м/с, 0, 748, З 2м/с
