29-01-2015, -17, 754, ЮВ 2м/с, -18, 754, ЮВ 2м/с
30-01-2015, -16, 754, ЮВ 2м/с, -16, 754, ЮВ 2м/с
31-01-2015, -9, 756, ЮВ 2м/с, -10, 756, ЮВ 2м/с
01-02-2015, -9, 755, В 3м/с, -12, 754, В 3м/с
02-02-2015, -5, 747, ЮВ 3м/с, -4, 747, ЮВ 3м/с
03-02-2015, -5, 748, ЮВ 3м/с, -6, 748, ЮВ 3м/с
04-02-2015, -6, 748, ЮВ 3м/с, -6, 748, ЮВ 3м/с
