17-01-2012, -4, 754, ЮВ 4м/с, -4, 757, ЮВ 4м/с
18-01-2012, -7, 758, В 4м/с, -9, 758, В 4м/с
19-01-2012, -11, 762, В 2м/с, -14, 762, В 2м/с
20-01-2012, -13, 764, В 2м/с, -15, 764, В 2м/с
21-01-2012, -14, 769, ЮВ 2м/с, -15, 769, ЮВ 2м/с
22-01-2012, -12, 769, В 2м/с, -14, 769, В 2м/с
23-01-2012, -9, 767, В 2м/с, -10, 766, В 2м/с
