11-06-2015, +19, 749, СЗ 2м/с, +11, 749, СЗ 2м/с
12-06-2015, +23, 746, З 2м/с, +13, 746, З 2м/с
13-06-2015, +21, 750, СЗ 2м/с, +17, 750, СЗ 2м/с
14-06-2015, +28, 749, ЮЗ 2м/с, +19, 749, ЮЗ 2м/с
15-06-2015, +32, 747, З 3м/с, +28, 746, З 3м/с
16-06-2015, +32, 746, ЮЗ 2м/с, +28, 746, ЮЗ 2м/с
17-06-2015, +35, 746, З 2м/с, +29, 744, З 2м/с
