19-1-2017, -9, 756, З 2м/с, -9, 753, З 2м/с
20-1-2017, -8, 741, З 3м/с, -5, 741, З 3м/с
21-1-2017, -9, 740, З 3м/с, -9, 739, З 3м/с
22-1-2017, -8, 742, СЗ 3м/с, -9, 742, СЗ 3м/с
23-1-2017, -7, 747, З 3м/с, -9, 747, З 3м/с
24-1-2017, -1, 740, З 3м/с, -2, 741, З 3м/с
25-1-2017, -6, 745, СВ 2м/с, -12, 747, СВ 2м/с
